,Kho trung tam Vinh,Khach hang 01,Khach hang 02,Khach hang 03,Khach hang 04,Khach hang 05,Khach hang 06,Khach hang 07,Khach hang 08,Khach hang 09,Khach hang 10,Khach hang 11,Khach hang 12,Khach hang 13,Khach hang 14,Khach hang 15,Khach hang 16,Khach hang 17,Khach hang 18,Khach hang 19,Khach hang 20,Khach hang 21,Khach hang 22,Khach hang 23,Khach hang 24,Khach hang 25,Khach hang 26,Khach hang 27,Khach hang 28,Khach hang 29,Khach hang 30,Khach hang 31,Khach hang 32,Khach hang 33,Khach hang 34,Khach hang 35,Khach hang 36,Khach hang 37,Khach hang 38,Khach hang 39,Khach hang 40,Khach hang 41,Khach hang 42,Khach hang 43,Khach hang 44,Khach hang 45,Khach hang 46,Khach hang 47,Khach hang 48,Khach hang 49,Khach hang 50,Khach hang 51,Khach hang 52,Khach hang 53,Khach hang 54,Khach hang 55,Khach hang 56,Khach hang 57,Khach hang 58,Khach hang 59,Khach hang 60,Khach hang 61,Khach hang 62,Khach hang 63,Khach hang 64,Khach hang 65,Khach hang 66,Khach hang 67,Khach hang 68,Khach hang 69,Khach hang 70,Khach hang 71,Khach hang 72,Khach hang 73,Khach hang 74,Khach hang 75,Khach hang 76,Khach hang 77,Khach hang 78,Khach hang 79,Khach hang 80,Khach hang 81,Khach hang 82,Khach hang 83,Khach hang 84,Khach hang 85,Khach hang 86,Khach hang 87,Khach hang 88,Khach hang 89,Khach hang 90,Khach hang 91,Khach hang 92,Khach hang 93,Khach hang 94,Khach hang 95,Khach hang 96,Khach hang 97,Khach hang 98,Khach hang 99,Khach hang 100
Khach hang 74,0.8732,1.3266,1.0690,0.2632,0.5096,1.4295,0.8733,0.9014,0.9286,1.1353,1.3885,0.4675,1.4906,1.3408,1.0818,1.2458,1.2317,0.1477,0.3876,1.4720,1.5143,0.7969,0.8396,0.4641,1.1887,1.7647,0.7391,1.1302,1.8465,1.0814,0.7324,1.6662,1.8465,0.8127,0.8472,0.5337,1.3119,0.5750,0.8396,0.5521,1.3039,1.6271,1.2346,0.3698,1.1965,1.4179,0.7235,1.6348,1.3480,1.1374,1.3638,0.6692,1.3049,1.3655,0.7980,1.8465,1.5737,1.2422,1.7829,1.5536,1.7308,1.8579,0.4782,1.0814,0.9135,0.5169,1.2286,0.8396,0.5750,1.7450,1.2171,1.3371,1.3745,1.5252,0.0000,0.5318,1.2869,0.5971,1.0478,0.6479,1.2567,0.7325,0.7360,0.5825,0.9469,1.0804,0.4429,0.7383,1.1897,1.7647,1.5536,1.3537,1.2316,1.7674,1.4568,0.5939,0.5750,0.5732,1.2072,1.6598,1.5656
Khach hang 75,0.7847,1.1741,1.6029,0.7546,1.0435,1.6558,1.1111,1.1570,0.7147,0.9444,1.0148,0.9697,1.1207,1.8473,0.9293,1.7750,1.7614,0.4407,0.8745,1.7373,2.0594,1.2581,0.8816,0.8944,0.8691,2.3098,0.5695,0.9982,2.3916,1.3466,0.4564,1.9218,2.3916,1.1086,1.1028,0.5410,1.5772,1.0880,0.8816,0.8077,1.5691,2.1722,1.7433,0.9037,1.7275,1.3884,0.3202,2.1799,1.1998,1.3930,1.5915,0.3054,1.1981,1.5931,0.8471,2.3916,2.1188,0.9331,2.3280,1.8093,2.2759,2.4030,1.0121,1.3466,0.5904,0.7725,1.4939,0.8816,1.0880,2.2901,1.7473,1.8436,1.8803,2.0703,0.5339,0.0000,1.5161,1.1310,0.9758,0.6543,1.8019,0.9881,0.7217,0.8262,0.5866,1.3864,0.3954,0.5858,1.6992,2.3098,1.8093,0.9818,1.2359,2.3125,1.9608,0.8495,1.0880,0.0415,1.0547,2.2049,1.1985
Khach hang 76,0.8596,0.8275,1.5993,1.4991,1.7728,0.2326,0.8234,0.9899,0.8938,0.6563,1.2052,1.6959,1.1662,2.1610,0.8325,1.4004,1.4139,1.2700,1.6189,0.7239,2.3345,1.1475,2.0545,1.4478,1.1373,2.5848,1.7057,0.6965,2.6667,0.8771,1.7667,0.4987,2.6667,1.0000,0.5226,1.0428,0.7905,1.8173,2.0545,0.8791,0.7986,2.4473,1.8829,1.5154,1.5723,0.1310,1.7531,2.4550,0.5497,0.3523,0.1718,1.3473,0.4879,0.1735,2.0144,2.6667,2.3938,1.0557,2.6031,0.5313,2.5510,2.6781,1.7414,0.8771,1.1042,0.8815,0.9562,2.0545,1.8173,2.5652,1.4280,2.1573,2.1093,2.3454,1.2896,1.5184,0.0000,1.5642,0.5957,1.8698,2.0769,1.1093,0.8665,0.7846,1.0927,0.8487,1.1572,1.0687,2.0098,2.5848,0.5313,1.0242,0.5277,2.5875,2.2769,0.7556,1.8173,1.5598,0.7078,2.4799,1.2411
Khach hang 77,1.1922,1.7637,0.4009,0.8973,0.6696,1.5197,0.6330,0.4589,1.2477,1.4543,1.8269,1.1015,1.8916,0.7587,1.5138,0.6978,0.6838,0.7994,1.0216,1.1941,0.9322,0.4986,1.4736,0.5010,1.6229,1.1825,1.3908,1.5632,1.2644,0.7075,1.4117,1.7857,1.2644,0.5527,0.9667,0.9742,1.0804,0.6504,1.4736,0.8646,0.9963,1.0450,0.6391,0.2904,0.6486,1.5084,1.4024,1.0527,1.6671,1.2569,1.4554,1.3588,1.6239,1.4570,1.4320,1.2644,0.9915,1.6432,1.2008,1.6376,1.1487,1.2758,0.6353,0.7075,1.3793,0.8294,0.9879,1.4736,0.6504,1.1629,0.6691,0.7550,0.7924,0.9431,0.6517,1.2035,1.3800,0.0000,1.1515,1.2819,0.6746,0.4265,1.0550,0.8831,1.3478,0.7368,0.9882,1.0573,0.5951,1.1825,1.6376,1.7914,1.4035,1.1852,0.8567,0.9064,0.6504,1.2465,1.6999,1.0776,1.9666
Khach hang 78,0.3010,0.6248,1.3681,1.2880,1.5353,0.7096,0.5873,0.7538,0.3363,0.3009,0.9002,1.4584,1.0023,1.9249,0.5905,1.3846,1.3708,0.9259,1.3815,1.0135,2.0984,0.9162,1.6344,1.2103,0.7187,2.3488,1.1440,0.4136,2.4306,0.8479,1.2345,0.9756,2.4306,0.7688,0.3819,0.4843,1.0212,1.5798,1.6344,0.6479,1.0132,2.2112,1.6468,1.2729,1.3362,0.5390,1.1484,2.2189,0.4730,0.6419,0.6453,0.7897,0.4071,0.6469,1.6333,2.4306,2.1578,0.7539,2.3670,0.8956,2.3149,2.4420,1.5354,0.8479,0.5581,0.5799,0.9379,1.6344,1.5798,2.3291,1.3564,1.9212,1.8732,2.1093,1.0472,0.9767,0.5914,1.3218,0.0000,1.3833,1.8408,0.8780,0.2720,0.4091,0.5352,0.8304,0.6342,0.5208,1.7737,2.3488,0.8956,0.8388,0.3683,2.3515,2.0408,0.5244,1.5798,1.0190,0.5157,2.2439,1.0773
Khach hang 79,1.1239,1.5895,1.6763,0.4089,0.8860,2.0067,1.4620,1.5080,1.1128,1.3398,1.5938,0.3585,1.6959,1.9207,1.3355,1.8760,1.8619,0.7613,0.3128,2.1014,2.0906,1.4271,0.4591,1.0943,1.4464,2.3358,0.1211,1.3857,2.4160,1.7108,0.4322,2.2728,2.4160,1.4727,1.4537,0.8710,1.9413,0.9322,0.4591,1.1586,1.9333,2.2011,1.8166,1.0139,1.8267,1.6868,1.0082,2.2087,1.5483,1.7440,1.9424,0.9074,1.5060,1.9440,0.4153,2.4160,2.1488,1.5020,2.3537,2.1602,2.3027,2.4272,0.8535,1.7108,1.1265,1.1234,1.8580,0.4591,0.9322,2.3166,1.8473,1.9170,1.9537,2.1013,0.6479,0.6904,1.8671,1.2498,1.2541,0.0000,1.8383,1.3391,1.0585,1.1771,1.1955,1.7505,0.7199,0.9868,1.7726,2.3358,2.1602,1.5590,1.5920,2.3385,2.0342,1.2005,0.9322,0.6470,1.4656,2.2331,1.7708
Khach hang 80,2.1067,2.3719,0.5090,1.7114,1.4504,2.2150,1.2863,1.1150,2.1427,2.1067,2.6670,1.9157,2.7713,0.5412,2.3245,0.8957,0.8819,1.6136,1.8358,1.5435,0.7147,1.2862,2.2878,1.3341,2.5180,0.5079,2.4070,2.1477,0.5898,1.3458,2.4271,2.1902,0.5898,1.2535,1.6505,1.8830,1.5146,1.4322,2.2878,1.4755,1.4877,0.3916,0.4350,1.0901,0.8473,2.2035,2.4114,0.4856,2.2170,1.9467,2.1494,2.2756,2.1346,2.1510,2.2462,0.5898,0.3169,2.5144,0.5261,1.9799,0.4741,0.6012,1.4179,1.3458,2.3575,1.4949,1.5496,2.2878,1.4322,0.4883,0.8675,0.5375,0.5748,0.5960,1.4659,2.2661,2.0724,0.8835,1.8391,2.0961,0.0000,1.3181,1.9435,1.6201,2.3457,1.3479,1.8973,1.9458,0.1314,0.5079,1.9799,2.5728,2.0964,0.5106,0.4588,1.5062,1.4322,2.3085,2.2498,0.4030,2.8478
Khach hang 81,1.2335,1.3960,0.8261,0.9392,0.6782,1.2423,0.3451,0.3156,1.2890,1.1362,1.8682,1.1435,1.9724,1.0928,1.3495,0.9058,0.8918,0.8108,1.0250,1.2969,1.2663,0.2449,1.5156,0.5415,1.6642,1.5167,1.4328,1.1763,1.5985,0.6212,1.4009,1.5083,1.5985,0.1474,0.7153,1.0359,0.9185,0.6945,1.5156,0.4043,0.9100,1.3791,0.9866,0.3179,0.8566,1.2310,1.3920,1.3869,1.2442,1.0164,1.1780,1.4285,1.1635,1.1796,1.4740,1.5985,1.3257,1.5355,1.5349,1.3958,1.4828,1.6100,0.6795,0.6212,1.4494,0.4241,0.8438,1.5156,0.6945,1.4970,0.8771,1.0891,1.1265,1.2773,0.6685,1.2002,1.1026,0.3478,0.8741,1.3239,1.0088,0.0000,1.0963,0.5841,1.4173,0.6402,1.0502,1.0986,0.9417,1.5167,1.3958,1.5928,1.1261,1.5194,1.2088,0.4359,0.6945,1.2417,1.2763,1.4118,2.0490
Khach hang 82,0.1462,0.7579,1.4955,0.9599,1.2336,0.9328,0.8045,0.8340,0.2026,0.3977,0.8797,1.1567,0.9818,1.8451,0.5730,1.4519,1.4384,0.5938,1.0798,1.2451,1.9185,0.9229,1.3536,0.9086,0.6835,2.1689,0.9082,0.4980,2.2507,1.0114,0.9284,1.1988,2.2507,0.7734,0.5028,0.2485,1.2420,1.2781,1.3536,0.4847,1.2339,2.1479,1.6388,0.9649,1.4045,0.7446,0.9127,2.0390,0.6061,0.8735,0.8685,0.5974,0.5638,0.8701,1.3191,2.2507,2.0914,0.7334,2.1871,1.1272,2.1350,2.2621,1.2022,1.0114,0.5262,0.4495,1.1587,1.3536,1.2781,2.1492,1.4242,1.7413,1.7787,1.9294,0.7392,0.7209,0.8729,1.0138,0.2720,1.1025,1.7563,0.6651,0.0000,0.5137,0.5147,1.0512,0.3855,0.2744,1.6853,2.1689,1.1272,0.8449,0.5449,2.2962,1.8610,0.5265,1.2781,0.7624,0.6516,2.1824,1.0568
Khach hang 83,0.4892,0.9310,1.1536,0.8064,1.0801,0.9244,0.3607,0.5238,0.7130,0.6852,1.2455,1.0033,1.3221,1.6795,0.9030,1.1656,1.1518,0.5774,0.9263,1.0089,1.8629,0.7017,1.3619,0.7551,1.0882,2.1277,1.0512,0.7262,2.0940,0.6572,1.0332,1.1715,2.0940,0.5542,0.2661,0.4505,0.7986,1.1247,1.3619,0.2060,0.7905,1.9822,1.4821,0.8082,1.1171,0.9128,1.0174,1.8824,0.7792,0.6427,0.8588,0.8350,0.6985,0.8604,1.3218,2.0940,1.9257,1.0705,2.0304,1.0589,2.0919,2.1055,1.0488,0.6572,0.8555,0.1708,0.7153,1.3619,1.1247,1.9925,1.1373,1.6756,1.7151,1.7728,0.5825,0.8257,0.7818,0.8571,0.4091,1.1771,1.5906,0.4468,0.5203,0.0000,0.8241,0.6078,0.4645,0.5226,1.5196,2.1277,1.0589,1.1514,0.6611,2.1305,1.7043,0.1747,1.1247,0.8672,0.8283,2.0167,1.3971
Khach hang 84,0.4013,0.6297,1.8427,1.1334,1.3812,1.2135,1.1018,1.2682,0.3332,0.4764,0.4499,1.3376,0.5520,2.0922,0.3849,1.8991,1.8852,0.8077,1.2578,1.5364,2.2657,1.2294,1.3507,1.2487,0.2423,2.5161,1.0012,0.4896,2.5979,1.3518,0.9255,1.4795,2.5979,1.0854,0.8720,0.5423,1.5441,1.4794,1.3507,0.8247,1.5361,2.3785,1.9860,1.3121,1.8506,0.9693,0.7448,2.3862,0.7318,1.1225,1.1492,0.2903,0.7300,1.1508,1.3162,2.5979,2.3251,0.3712,2.5343,1.3670,2.4822,2.6093,1.3498,1.3518,0.0446,0.7895,1.4078,1.3507,1.4794,2.4964,1.8708,2.0885,2.1259,2.2766,0.9044,0.5873,1.0977,1.3609,0.5428,1.0996,2.0081,1.0051,0.4885,0.8432,0.0000,1.3042,0.5723,0.3670,1.9410,2.5161,1.3670,0.4537,0.8230,2.5188,2.2081,0.8666,1.4794,0.6303,0.5103,2.4112,0.6270
Khach hang 85,1.1024,1.3222,0.9229,1.3659,1.1092,0.9908,0.3537,0.3136,1.0976,1.0624,1.6113,1.5701,1.7133,1.4441,1.2757,0.4428,0.4564,1.1282,1.4362,0.4616,1.6176,0.5603,1.9422,0.9377,1.4653,1.8680,1.5803,1.1025,1.9498,0.0353,1.6012,1.2669,1.9498,0.5252,0.4389,0.9966,0.2932,1.0901,1.9422,0.5607,0.2847,1.7304,1.1421,0.7300,0.4903,0.9791,1.5848,1.7381,1.1704,0.6190,0.9241,1.3449,1.1308,0.9258,1.9006,1.9498,1.6770,1.4617,1.8862,0.7512,1.8341,1.9612,1.0750,0.0353,1.3080,0.5804,0.2512,1.9422,1.0901,1.8483,0.4705,1.4404,1.3303,1.6285,1.0804,1.3859,0.8459,0.7368,0.8304,1.7505,1.3600,0.6402,0.9513,0.6078,1.2965,0.0000,1.0111,1.0218,1.2929,1.8680,0.7512,1.5190,1.0919,1.8707,1.5281,0.5596,1.0901,1.4289,1.2025,1.7631,1.7883
Khach hang 86,0.4545,1.0143,1.4561,0.6591,0.9480,1.2941,0.7494,0.7954,0.5089,0.7261,1.0763,0.8559,1.1783,1.7056,0.7695,1.4133,1.3997,0.3452,0.7790,1.3620,1.8791,0.8828,1.0276,0.7399,0.8764,2.1294,0.6042,0.8350,2.2113,0.9713,0.6024,1.5602,2.2113,0.7333,0.7411,0.2109,1.2019,0.9925,1.0276,0.4460,1.1938,1.9919,1.5994,0.9255,1.3658,1.0582,0.5867,1.9996,0.9389,1.0314,1.2298,0.3599,0.8774,1.2314,0.9931,2.2113,1.9384,0.9299,2.1477,1.4476,2.0956,2.2227,0.9166,0.9713,0.5790,0.4108,1.1186,1.0276,0.9925,2.1098,1.3856,1.7019,1.7393,1.8900,0.4384,0.3950,1.1545,0.9743,0.6386,0.7766,1.6215,0.6265,0.3915,0.4645,0.6346,1.0111,0.0000,0.3224,1.5544,2.1294,1.4476,1.0414,0.9057,2.1321,1.8215,0.5062,0.9925,0.4364,0.9717,2.0245,1.2533
Khach hang 87,0.2177,0.7298,1.4978,0.9622,1.2359,1.1707,0.8068,0.8363,0.2301,0.4515,0.7917,1.1590,0.8938,1.8476,0.4850,1.4542,1.4406,0.6075,1.0820,1.4920,1.9208,0.9252,1.2056,0.9109,0.5919,2.2958,0.8763,0.4848,2.2530,1.0138,0.7804,1.4367,2.2530,0.7476,0.7820,0.1918,1.2443,1.2804,1.2056,0.4869,1.2363,2.1503,1.6411,0.9672,1.4067,0.9326,0.7636,2.0413,0.7069,1.0722,1.1064,0.3746,0.7052,1.1080,1.1711,2.2530,2.0938,0.6454,2.1894,1.3242,2.1373,2.2645,1.2045,1.0138,0.3815,0.4517,1.1610,1.2056,1.2804,2.1515,1.4265,1.8437,1.8832,1.9317,0.7415,0.5719,1.0610,1.0161,0.5105,0.9546,1.7587,0.6673,0.2659,0.5160,0.3633,1.0153,0.3218,0.0000,1.6878,2.2958,1.3242,0.7569,0.7801,2.2986,1.8633,0.5288,1.2804,0.6134,0.6104,2.1848,0.9688
Khach hang 88,2.0396,2.3049,0.4600,1.6433,1.3822,2.1479,1.2192,1.0479,2.0756,2.0396,2.5999,1.8475,2.7042,0.4741,2.2574,0.8286,0.8148,1.5454,1.7677,1.4462,0.4743,1.1942,2.2196,1.2659,2.4509,0.6421,2.3413,2.0806,0.7239,1.2787,2.3614,2.1245,0.7239,1.1864,1.5834,1.8159,1.4178,1.3640,2.2196,1.4084,1.4220,0.5045,0.3603,1.0219,0.7802,2.1364,2.3457,0.4295,2.1499,1.8797,2.0823,2.1633,2.0675,2.0839,2.1780,0.7239,0.4511,2.4473,0.6603,1.8736,0.6082,0.7354,1.3497,1.2787,2.2904,1.4278,1.4838,2.2196,1.3640,0.6097,0.8004,0.4704,0.5077,0.3181,1.3977,2.1539,2.0054,0.8153,1.7720,2.0279,0.1314,1.2524,1.8764,1.5530,2.2786,1.2808,1.7927,1.8787,0.0000,0.6421,1.8736,2.5057,2.0293,0.6448,0.2625,1.4391,1.3640,2.1954,2.1827,0.5372,2.7807
Khach hang 89,2.6146,2.8799,1.0065,2.1469,1.9667,2.7230,1.7942,1.6230,2.6506,2.6146,3.1750,2.3437,3.2792,0.9800,2.8324,1.4037,1.3898,2.0525,2.2667,2.0515,0.9571,1.7942,2.8041,1.7832,3.0260,0.0000,2.9045,2.6556,0.0922,1.8537,2.9858,2.7439,0.0922,1.7614,2.1584,2.3910,2.0225,1.9484,2.8041,1.9834,2.0268,0.1605,0.9429,1.5481,1.3552,2.7114,2.9698,0.6754,2.7249,2.4547,2.6573,2.7835,2.6425,2.6590,2.7624,0.0922,0.2876,3.0223,0.3675,2.4878,0.5367,0.1038,1.9341,1.8537,2.8654,2.0028,2.0471,2.8041,1.9484,0.1538,1.3754,0.9822,1.0196,0.7858,1.9102,2.7740,2.5804,1.3490,2.3470,2.5176,0.5079,1.8536,2.4514,2.1280,2.8536,1.8558,2.4053,2.4537,0.6421,0.0000,2.4878,3.0808,2.6043,0.5117,0.6353,2.0141,1.9484,2.8164,2.7577,0.5928,3.3557
Khach hang 90,1.1680,1.3395,1.5045,1.7886,2.0623,0.3067,1.0960,1.2591,1.2046,1.1684,1.7172,1.9854,1.6782,2.0296,1.3445,1.0580,1.0715,1.5595,1.9084,0.3879,2.2456,1.4370,2.3440,1.7373,1.5286,2.4960,1.9952,1.2085,2.5778,0.7554,2.0153,0.2849,2.5778,1.2895,0.8427,1.4326,0.4580,2.1068,2.3440,1.1686,0.4665,2.3584,1.7572,1.7738,1.1054,0.6645,1.9996,2.3661,1.1017,0.4331,0.3567,1.6144,1.0376,0.3583,2.3039,2.5778,2.3050,1.5677,2.5142,0.0000,2.4621,2.5892,2.0309,0.7554,1.3713,1.1530,0.7136,2.3440,2.1068,2.4763,1.0857,2.0260,1.9455,2.2565,1.5527,1.8078,0.5313,1.8217,0.8961,2.1592,1.9880,1.3988,1.1277,1.0580,1.3598,0.7512,1.4466,1.3347,1.8816,2.4960,0.0000,1.5363,1.0590,2.4987,2.1432,1.0845,2.1068,1.8493,1.2198,2.3911,1.7532
Khach hang 91,0.7219,0.2426,2.1225,1.5763,1.8652,1.2556,1.3131,1.4795,0.6537,0.6002,0.2375,1.7731,0.2731,2.4800,0.2984,2.1104,2.0965,1.2624,1.6961,1.6876,2.6535,1.6271,1.8347,1.6285,0.3823,2.9038,1.4489,0.5062,2.9857,1.5588,1.4095,1.5217,2.9857,1.5106,1.0789,0.9025,1.6950,1.9097,1.8347,1.2045,1.6873,2.7662,2.3738,1.6999,2.0619,0.8947,0.9981,2.7740,0.5300,1.3295,1.1913,0.6933,0.5695,1.1930,1.8002,2.9857,2.7128,0.2007,2.9220,1.5350,2.8700,2.9971,1.8338,1.5588,0.4410,1.1938,1.6148,1.8347,1.9097,2.8842,2.0821,2.4763,2.5136,2.6644,1.3556,0.9794,1.0230,1.7487,0.8308,1.5836,2.3959,1.3850,0.8486,1.1434,0.4507,1.5112,1.0394,0.7468,2.3288,2.9038,1.5350,0.0000,0.8495,2.9065,2.5959,1.2352,1.9097,1.0209,0.3658,2.7989,0.3382
Khach hang 92,0.6029,0.6954,1.6201,1.4675,1.7412,0.7434,0.8273,0.9903,0.6162,0.4258,0.9592,1.6643,1.0613,2.1822,0.6472,1.6083,1.5947,1.1869,1.5874,1.2539,2.3557,1.1683,1.9143,1.4162,0.8913,2.6060,1.4240,0.4675,2.6879,1.1413,1.4891,1.0094,2.6879,1.0208,0.6434,0.7643,1.3205,1.7857,1.9143,0.8999,1.2747,2.4685,1.8650,1.4527,1.5608,0.3969,1.4284,2.4762,0.4098,0.8823,0.6791,1.0697,0.3457,0.6807,1.8798,2.6879,2.4150,0.8097,2.6243,1.0613,2.5722,2.6993,1.7098,1.1413,0.8266,0.8319,1.1994,1.9143,1.7857,2.5864,1.5806,2.1785,2.1305,2.3666,1.2316,1.2366,0.5300,1.5006,0.3683,1.6633,2.0981,1.1301,0.5879,0.6611,0.8151,1.0919,0.9012,0.7901,2.0310,2.6060,1.0613,0.8670,0.0000,2.6087,2.2981,0.8056,1.7857,1.2781,0.5713,2.5011,1.1363
Khach hang 93,2.6210,2.8863,1.0340,2.1532,1.9732,2.7294,1.8007,1.6294,2.6570,2.6211,3.1814,2.3500,3.2856,0.4406,2.8389,1.4101,1.3963,2.0589,2.2730,2.0579,0.4176,1.8006,2.8106,1.7895,3.0324,0.5115,2.9108,2.6620,0.5916,1.8602,2.9923,2.7504,0.5916,1.7679,2.1648,2.3974,2.0289,1.9550,2.8106,1.9898,2.0332,0.3767,0.7099,1.5544,1.3617,2.7178,2.9762,0.1360,2.7313,2.4611,2.6637,2.7900,2.6490,2.6654,2.7690,0.5916,0.5103,3.0288,0.3866,2.4943,0.0398,0.6028,1.9407,1.8602,2.8718,2.0093,2.0534,2.8106,1.9550,0.5108,1.3819,0.4428,0.4801,0.2463,1.9165,2.7805,2.5868,1.3553,2.3535,2.5239,0.5144,1.8601,2.4578,2.1344,2.8601,1.8622,2.4117,2.4601,0.6485,0.5115,2.4943,3.0872,2.6108,0.0000,0.2902,2.0206,1.9550,2.8228,2.7641,0.1114,3.3622
Khach hang 94,2.2952,2.5605,0.6937,1.9031,1.6421,2.4036,1.4749,1.3036,2.3312,2.2953,2.8556,2.1074,2.9598,0.3213,2.5131,1.0843,1.0705,1.8053,2.0275,1.6966,0.2988,1.4446,2.4795,1.5258,2.7066,0.6396,2.5917,2.3363,0.7198,1.5029,2.6118,2.3749,0.7198,1.4125,1.8390,2.0716,1.6683,1.6238,2.4795,1.6640,1.6724,0.5154,0.5996,1.2818,1.0359,2.3920,2.5961,0.1613,2.4055,2.1353,2.3379,2.4137,2.3232,2.3396,2.4379,0.7198,0.4525,2.7030,0.5114,2.1240,0.2502,0.7310,1.6095,1.5029,2.5460,1.6835,1.7343,2.4795,1.6238,0.6204,1.0561,0.3234,0.3600,0.1310,1.6576,2.4044,2.2610,1.0752,2.0277,2.2878,0.4661,1.5028,2.1320,1.8086,2.5343,1.5049,2.0432,2.1343,0.2635,0.6396,2.1240,2.7614,2.2850,0.2860,0.0000,1.6948,1.6238,2.4459,2.4384,0.1806,3.0364
Khach hang 95,0.6674,1.0463,1.0420,0.8298,1.1035,0.8926,0.2586,0.4123,0.7217,0.7865,1.2891,1.0266,1.3912,1.4325,0.9824,1.0302,1.0166,0.6008,0.9497,0.9545,1.6060,0.6124,1.4374,0.8742,1.0892,1.8564,1.0754,0.8266,1.9382,0.5415,1.0566,1.1586,1.9382,0.3508,0.3524,0.4739,0.7861,1.1480,1.4374,0.0815,0.7776,1.7188,1.3139,0.6391,0.9827,0.8813,1.0408,1.7266,0.8945,0.6535,0.8283,0.8584,0.8138,0.8299,1.3958,1.9382,1.6654,1.1428,1.8746,1.0461,1.8225,1.9497,1.0721,0.5415,0.8789,0.0972,0.6984,1.4374,1.1480,1.8368,1.0025,1.4288,1.4662,1.6170,0.5939,0.8491,0.7529,0.6806,0.5244,1.2005,1.3485,0.3685,0.5330,0.1747,0.8475,0.5596,0.5062,0.5353,1.2814,1.8564,1.0461,1.2431,0.8056,1.8591,1.5168,0.0000,1.1480,0.8906,0.9266,1.7515,1.4662
Khach hang 96,1.4094,1.8807,1.0755,0.5892,0.1171,1.9543,1.0070,0.8238,1.4637,1.6661,1.9426,0.7518,2.0447,1.2808,1.6359,1.2120,1.1980,0.7226,0.6778,1.6636,1.4508,0.8032,1.1240,0.7638,1.7428,1.6960,1.0473,1.6843,1.7762,1.0608,1.2865,2.2203,1.7762,0.8572,1.4013,1.1087,1.3581,0.0000,1.1240,1.1062,1.3496,1.5613,1.1768,0.4860,1.1628,1.9429,1.2776,1.5688,1.8745,1.6915,1.8900,1.2233,1.8322,1.8916,1.0823,1.7762,1.5089,1.7963,1.7139,2.1077,1.6628,1.7874,0.0829,1.0608,1.4885,1.0710,1.3412,1.1240,0.0000,1.6768,1.1833,1.2772,1.3138,1.4615,0.5750,1.0858,1.8146,0.6165,1.5804,0.9322,1.1985,0.7310,1.2750,1.1247,1.5010,1.0901,0.9970,1.2773,1.1328,1.6960,2.1077,1.9078,1.7857,1.6987,1.3944,1.1480,0.0000,1.1273,1.7612,1.5933,2.1197
Khach hang 97,0.8220,1.2114,1.6402,0.7918,1.0807,1.6930,1.1483,1.1943,0.7520,0.9817,1.0535,0.9282,1.1594,1.8845,0.9666,1.8122,1.7987,0.4780,0.8841,1.7759,2.0974,1.2967,0.8401,0.9331,0.9064,2.3478,0.5265,1.0150,2.4296,1.3853,0.4149,1.9591,2.4296,1.1472,1.1400,0.5783,1.6158,1.1253,0.8401,0.8449,1.6078,2.2102,1.7805,0.9410,1.7647,1.4256,0.3588,2.2180,1.2371,1.4303,1.6287,0.3441,1.2353,1.6304,0.8056,2.4296,2.1568,0.9718,2.3660,1.8465,2.3139,2.4411,1.0494,1.3853,0.6290,0.8097,1.5325,0.8401,1.1253,2.3282,1.7845,1.8809,1.9175,2.1084,0.5712,0.0418,1.5534,1.1683,1.0138,0.6112,1.8399,1.0254,0.7589,0.8634,0.6252,1.4250,0.4327,0.6230,1.7365,2.3478,1.8465,1.0191,1.2731,2.3505,1.9981,0.8868,1.1253,0.0000,1.0920,2.2429,1.2372
Khach hang 98,0.5035,0.2074,1.8226,1.4235,1.7124,0.9993,1.0513,1.2178,0.4171,0.2992,0.4679,1.6203,0.5035,2.3240,0.1773,1.8486,1.8348,1.1096,1.5434,1.4852,2.4975,1.3708,1.6819,1.4757,0.5003,2.7478,1.2961,0.1715,2.8297,1.3024,1.2567,1.2653,2.8297,1.2233,0.8226,0.7497,1.4929,1.7569,1.6819,1.0518,1.4848,2.6103,2.1108,1.5439,1.8002,0.6383,1.1161,2.6180,0.3459,1.0732,0.9350,0.7795,0.3729,0.9366,1.6474,2.8297,2.5568,0.3525,2.7661,1.2787,2.7140,2.8411,1.6810,1.3024,0.5182,1.0166,1.3584,1.6819,1.7569,2.7282,1.8204,2.3203,2.3577,2.5084,1.2028,1.0482,0.7667,1.5927,0.5574,1.4309,2.2399,1.2322,0.6968,0.8636,0.5067,1.2548,0.8866,0.5940,2.1728,2.7478,1.2787,0.3195,0.6155,2.7505,2.4399,0.9789,1.7569,1.0897,0.0000,2.6429,0.5602
