,Kho trung tam Vinh,Khach hang 01,Khach hang 02,Khach hang 03,Khach hang 04,Khach hang 05,Khach hang 06,Khach hang 07,Khach hang 08,Khach hang 09,Khach hang 10,Khach hang 11,Khach hang 12,Khach hang 13,Khach hang 14,Khach hang 15,Khach hang 16,Khach hang 17,Khach hang 18,Khach hang 19,Khach hang 20,Khach hang 21,Khach hang 22,Khach hang 23,Khach hang 24,Khach hang 25,Khach hang 26,Khach hang 27,Khach hang 28,Khach hang 29,Khach hang 30,Khach hang 31,Khach hang 32,Khach hang 33,Khach hang 34,Khach hang 35,Khach hang 36,Khach hang 37,Khach hang 38,Khach hang 39,Khach hang 40,Khach hang 41,Khach hang 42,Khach hang 43,Khach hang 44,Khach hang 45,Khach hang 46,Khach hang 47,Khach hang 48,Khach hang 49,Khach hang 50,Khach hang 51,Khach hang 52,Khach hang 53,Khach hang 54,Khach hang 55,Khach hang 56,Khach hang 57,Khach hang 58,Khach hang 59,Khach hang 60,Khach hang 61,Khach hang 62,Khach hang 63,Khach hang 64,Khach hang 65,Khach hang 66,Khach hang 67,Khach hang 68,Khach hang 69,Khach hang 70,Khach hang 71,Khach hang 72,Khach hang 73,Khach hang 74,Khach hang 75,Khach hang 76,Khach hang 77,Khach hang 78,Khach hang 79,Khach hang 80,Khach hang 81,Khach hang 82,Khach hang 83,Khach hang 84,Khach hang 85,Khach hang 86,Khach hang 87,Khach hang 88,Khach hang 89,Khach hang 90,Khach hang 91,Khach hang 92,Khach hang 93,Khach hang 94,Khach hang 95,Khach hang 96,Khach hang 97,Khach hang 98,Khach hang 99,Khach hang 100
Khach hang 74,3.2786,5.3039,4.4713,1.1963,2.1497,5.3838,3.2734,3.7185,3.4990,4.2182,5.5557,2.1250,6.0152,4.9492,4.3262,5.5286,5.4771,0.6354,1.7162,6.6463,5.5756,3.7149,3.8593,2.0773,4.7222,6.4127,3.3492,4.4365,6.7951,4.6734,3.1989,6.5595,6.7951,3.5508,3.3315,2.2778,5.7758,2.4456,3.8593,2.2176,5.7320,5.8360,4.6299,1.5654,5.3482,5.2956,3.1235,6.0087,4.9867,4.5920,5.0913,2.8783,4.9058,5.1006,3.6330,6.7951,5.7259,5.0141,6.5100,6.3224,6.3196,6.8583,2.0174,4.6734,3.8909,2.0535,5.3230,3.8593,2.4456,6.4330,5.4234,4.9414,5.0773,5.6138,0.0000,2.2522,4.8078,2.5786,3.8340,2.8968,4.5705,2.9810,2.7671,2.2071,3.9447,4.7384,1.8305,2.7502,4.4246,6.4127,6.3224,5.3859,5.0804,6.3609,5.5321,2.4401,2.4456,2.4337,4.8406,6.0129,6.2902
Khach hang 75,3.1391,4.6697,6.7327,3.2733,4.4111,6.5588,4.4484,4.8935,2.8435,3.7276,4.4230,4.1760,4.8825,7.2106,3.6919,7.2339,7.1824,1.9031,3.7932,7.8213,7.8370,5.4215,3.7769,4.1849,3.4591,8.6741,2.7332,3.8023,9.0565,5.8484,1.9939,7.7345,9.0565,4.7258,4.5065,2.2358,6.9508,4.7070,3.7769,3.3927,6.9070,8.0974,6.8913,3.8268,7.0535,5.5313,1.3820,8.2701,4.7093,5.7670,6.2664,1.4819,4.6824,6.2756,3.5575,9.0565,7.9873,4.0858,8.7714,7.4975,8.5810,9.1197,4.2788,5.8484,2.7722,3.2285,6.4980,3.7769,4.7070,8.6944,7.1287,7.2028,7.3387,7.8752,2.2614,0.0000,5.9828,4.8400,3.6946,2.8119,6.8319,4.1560,2.8617,3.3821,2.7657,5.9134,1.6389,2.3790,6.6860,8.6741,7.4975,4.3287,5.0334,8.6223,7.7935,3.6151,4.7070,0.1815,4.2064,8.2743,5.1575
Khach hang 76,3.5907,3.4758,6.2882,5.8912,6.9648,0.9324,3.0751,3.7371,3.5937,2.7197,4.8522,6.8199,4.9961,7.8008,3.4660,5.6334,5.6849,4.9955,6.4111,3.2647,8.4271,4.6641,8.5542,5.9189,4.5244,9.2643,7.1078,2.8587,9.6467,3.9054,6.9447,2.1080,9.6467,3.9638,2.0852,4.2451,3.6267,7.2607,8.5542,3.4421,3.6705,8.6876,6.9112,5.4931,5.8970,0.4879,6.8919,8.8603,2.3420,1.5111,0.6399,5.4753,2.1003,0.6491,8.3279,9.6467,8.5775,4.3029,9.3616,2.3565,9.1712,9.7099,6.8325,3.9054,4.3655,3.3515,4.3356,8.5542,7.2607,9.2846,5.7386,7.7930,7.6768,8.4653,4.8151,5.9870,0.0000,5.6764,2.5614,7.5917,7.4221,4.4572,3.5300,2.9565,4.3968,3.7510,4.5417,4.2985,7.2762,9.2643,2.3565,4.1737,2.2732,9.2125,8.3837,3.1072,7.2607,6.1684,2.9517,8.8645,5.2711
Khach hang 77,4.5334,6.7162,1.9416,4.0485,3.3941,6.2890,2.8359,2.2643,4.7538,5.4731,6.9680,4.9772,7.4275,2.8680,5.7385,3.3381,3.2866,3.5609,4.5684,5.3812,3.4943,2.5760,6.7115,2.1767,6.1345,4.3315,6.2747,5.8488,4.7139,3.4705,6.1244,7.4646,4.7139,2.8554,4.2366,3.8310,5.0955,3.3397,6.7115,3.4725,4.9629,3.7548,2.5487,1.4031,3.1577,6.2008,6.0490,3.9275,6.2416,5.4972,5.9965,5.4339,6.1606,6.0057,6.4852,4.7139,3.6447,6.4264,4.4288,7.0734,4.2384,4.7770,3.2618,3.4705,5.4238,3.3083,4.9194,6.7115,3.3397,4.3518,3.2329,2.8602,2.9961,3.5325,2.9255,5.1777,5.7129,0.0000,4.8330,5.7490,2.4892,2.2032,4.0220,3.4620,5.3570,3.6218,3.9785,4.0051,2.3434,4.3315,7.0734,6.7982,6.0826,4.2797,3.4509,3.6950,3.3397,5.3592,6.3031,3.9317,7.7025
Khach hang 78,1.2778,2.4729,5.4010,4.9064,5.9800,3.1247,2.1878,2.8499,1.3147,1.2522,3.5266,5.8351,3.9861,6.9135,2.2329,5.1902,5.1387,3.5147,5.4263,4.7048,7.5399,3.7769,6.4485,4.9341,2.7025,8.3770,4.8192,1.5593,8.7595,3.6901,4.6656,4.3004,8.7595,3.0766,1.6348,1.9322,4.6902,6.2759,6.4485,2.5548,4.6464,7.8003,6.0240,4.5083,5.0098,2.2738,4.5697,7.9731,1.8873,2.9512,2.8323,3.1963,1.7353,2.8415,6.2292,8.7595,7.6902,2.9850,8.4743,4.0633,8.2840,8.8226,5.8477,3.6901,2.0865,2.3672,4.2374,6.4485,6.2759,8.3974,5.0850,6.9058,6.7895,7.5781,3.8303,3.6984,2.5487,4.6915,0.0000,5.4836,6.5348,3.5699,1.1616,1.6237,2.1178,3.6528,2.3658,1.9856,6.3889,8.3770,4.0633,3.1708,1.7046,8.3253,7.4964,2.2200,6.2759,3.8799,1.9488,7.9773,4.2612
Khach hang 79,4.8853,6.7606,7.2948,1.8832,4.1814,8.1604,6.0500,6.4951,4.9344,5.8249,7.0123,1.7404,7.4718,7.7727,5.7828,8.3521,8.3006,3.3477,1.4918,9.4228,8.3990,6.5384,2.2339,4.9007,6.1788,9.2362,0.6254,5.8932,9.6186,7.4500,2.1814,9.3360,9.6186,6.3273,6.1081,3.9819,8.5524,4.4772,2.2339,4.9942,8.5086,8.6595,7.4534,4.3888,8.1717,7.2774,4.6721,8.8322,6.5934,7.3686,7.8679,4.3349,6.5125,7.8772,2.0076,9.6186,8.5494,6.4707,9.3335,9.0990,9.1431,9.6817,4.0491,7.4500,5.3475,4.8300,8.0996,2.2339,4.4772,9.2565,8.2469,7.7649,7.9008,8.4372,2.8968,3.3838,7.5844,5.4021,5.4407,0.0000,7.3939,5.7576,4.6079,4.9837,5.4014,7.5150,3.3851,4.3570,7.2481,9.2362,9.0990,6.8425,6.7795,9.1844,8.3556,5.2167,4.4772,3.2013,6.2972,8.8364,7.7469
Khach hang 80,7.5918,8.5515,2.1152,7.5641,6.9096,7.9895,4.5365,3.9649,7.6286,7.4989,9.6313,8.4928,10.0908,1.8968,8.3114,3.1321,3.0806,7.0764,8.0840,5.8338,2.5231,4.8708,10.2271,5.6923,9.0164,1.8422,9.6949,7.6378,2.2246,4.9644,9.5446,8.5855,2.2246,4.6436,5.9372,6.9812,5.7749,6.8552,10.2271,5.3696,5.7985,1.2655,1.5775,4.9186,2.9517,7.9013,9.4453,1.7014,7.9658,7.1977,7.6970,8.5841,7.8139,7.7063,10.0008,2.2246,1.1554,9.0820,1.9395,7.5261,1.7491,2.2878,6.7773,4.9644,8.4004,5.4426,6.2695,10.2271,6.8552,1.8626,3.0269,1.8890,2.0249,2.0996,6.4411,8.5741,7.4135,3.8925,6.5336,9.2645,0.0000,5.1994,7.1722,5.7606,8.4317,4.9757,7.1287,7.1553,0.5165,1.8422,7.5261,9.2493,7.7831,1.7905,1.6855,5.4610,6.8552,8.7555,8.0274,1.4424,10.3658
Khach hang 81,4.4843,5.6887,3.4299,3.9994,3.3449,5.1267,1.6737,1.5754,4.7047,4.6361,6.9188,4.9280,7.3783,3.9077,5.4486,3.8560,3.8045,3.5117,4.5193,5.6692,4.5341,1.2654,6.6624,2.1275,6.0853,5.3712,6.2255,4.7750,5.7536,3.0420,6.0753,6.3024,5.7536,0.7617,3.0744,3.7818,4.5782,3.2905,6.6624,1.9992,4.5344,4.7945,3.5884,1.3539,3.6756,5.0385,5.9998,4.9673,5.1030,4.3349,4.8342,5.3848,4.9511,4.8435,6.4361,5.7536,4.6844,6.2192,5.4685,6.0653,5.2781,5.8168,3.2126,3.0420,5.3747,2.0722,4.1922,6.6624,3.2905,5.3915,3.7508,3.8999,4.0358,4.5723,2.8764,5.1286,4.5507,1.5130,3.6708,5.6998,3.5290,0.0000,3.9728,2.7218,5.3079,3.1405,3.9294,3.9560,3.3831,5.3712,6.0653,6.3865,4.9203,5.3195,4.4906,2.0842,3.2905,5.3100,5.1646,4.9714,7.6534
Khach hang 82,0.6780,2.9717,5.5288,3.8509,4.9245,4.0667,3.0143,3.4594,0.8984,1.6176,3.5734,4.7796,4.0329,6.0067,2.3438,5.7998,5.7483,2.5421,4.3708,5.6467,6.6330,3.9873,5.6115,3.8786,2.7493,7.4702,3.9788,2.0088,7.8526,4.4143,3.8285,5.2423,7.8526,3.2917,2.3690,1.0918,5.5167,5.2204,5.6115,1.9586,5.4729,6.8935,5.6874,3.4528,5.6194,3.0701,3.7293,7.0662,2.3861,3.8931,3.7742,2.5740,2.3052,3.7834,5.3921,7.8526,6.7834,3.0318,7.5675,5.0053,7.3771,7.9157,4.7922,4.4143,2.1332,1.7944,5.0639,5.6115,5.2204,7.4905,5.6946,5.9989,6.1348,6.6712,2.7748,2.8580,3.5580,3.6361,1.1616,4.6465,5.6279,2.7219,0.0000,1.9480,2.1645,4.4793,1.5254,1.1452,5.4821,7.4702,5.0053,3.4035,2.4971,7.4184,6.5896,2.1810,5.2204,3.0395,2.4476,7.0704,4.3079
Khach hang 83,2.3004,3.6416,4.6280,3.2832,4.3568,3.5252,1.4148,2.0769,2.7089,2.5890,4.7214,4.2119,5.1809,5.4389,3.4016,4.4172,4.3657,2.3875,3.8031,4.7877,6.0653,3.0038,5.9462,3.3109,4.0896,6.9025,4.4997,2.7280,7.2849,2.9171,4.3495,4.7009,7.2849,2.3036,1.2961,1.7861,3.9172,4.6527,5.9462,0.9076,3.8734,6.3257,5.1196,2.8851,4.2368,3.4370,4.2502,6.4985,3.0560,2.7334,3.2328,3.3890,2.9040,3.2420,5.7199,7.2849,6.2156,4.1722,6.9998,4.4638,6.8094,7.3480,4.2245,2.9171,3.3789,0.7435,3.4644,5.9462,4.6527,6.9228,4.3120,5.4312,5.5671,6.1035,2.2071,3.3789,2.9492,3.0683,1.6237,4.9837,5.0602,1.9430,1.9770,0.0000,3.3121,2.8798,1.9336,1.9602,4.9143,6.9025,4.4638,4.3395,2.8733,6.8507,6.0218,0.8383,4.6527,3.5604,3.1175,6.5027,5.4560
Khach hang 84,1.7414,2.5849,6.9649,4.8737,6.0115,5.0524,4.1155,4.7776,1.3771,1.9428,1.8671,5.8023,2.3266,7.4427,1.6072,7.1179,7.0664,3.5035,5.3936,6.6325,8.0691,5.4234,5.7751,5.3147,1.0254,8.9062,4.6818,1.9651,9.2886,5.6178,3.9922,6.2281,9.2886,4.7277,3.5625,2.3128,6.6179,6.3074,5.7751,3.3946,6.5741,8.3295,7.1234,4.8889,6.9375,3.9298,3.1172,8.5023,2.9245,4.8789,4.7600,1.4010,2.8976,4.7692,5.5557,9.2886,8.2194,1.5300,9.0035,5.9910,8.8131,9.3518,5.8792,5.6178,0.2164,3.2304,6.1651,5.7751,6.3074,8.9266,7.0127,7.4349,7.5709,8.1073,3.8618,2.7665,4.4177,5.0721,2.1473,4.8102,7.0640,4.1580,2.1205,3.3841,0.0000,5.5805,2.5841,1.6173,6.9181,8.9062,5.9910,1.7729,3.4861,8.8545,8.0256,3.6171,6.3074,2.9480,2.1216,8.5064,2.6017
Khach hang 85,4.7110,5.6707,3.9359,5.8145,5.6545,4.3197,1.7915,1.6202,4.7478,4.6181,6.7505,6.7432,7.2100,5.3992,5.4307,1.8436,1.8951,4.9188,6.3344,2.3850,6.0256,2.8547,8.4775,4.4371,6.1357,6.8627,7.0310,4.7571,7.2451,0.1825,6.8808,5.4954,7.2451,2.5463,2.2674,4.3173,1.5145,5.6000,8.4775,2.7393,1.4707,6.2860,4.5096,3.6634,2.0240,4.2315,6.7815,6.4587,5.0851,3.1981,4.0273,5.9203,4.9331,4.0365,8.2512,7.2451,6.1759,6.2013,6.9600,3.8808,6.7696,7.3083,5.5222,0.1825,5.5197,2.8123,1.2976,8.4775,5.6000,6.8830,1.9488,5.3914,5.2154,6.0637,4.7384,5.9102,3.7437,3.6218,3.6528,7.5150,5.0205,3.1405,4.3870,2.8798,5.5510,0.0000,4.4649,4.4915,4.8746,6.8627,3.8808,6.3686,4.9024,6.8109,5.9821,2.7160,5.6000,6.0917,5.1466,6.4629,7.4851
Khach hang 86,1.8282,4.0110,5.5144,2.8222,3.9601,5.1103,2.9999,3.4451,2.0486,2.7679,4.2628,3.7509,4.7223,5.9923,3.0333,5.7854,5.7339,1.4521,3.3421,6.3728,6.6186,3.9730,4.3892,3.2674,3.4293,7.4558,2.7565,3.1436,7.8382,4.3999,2.6063,6.2860,7.8382,3.2773,3.0580,0.9249,5.5023,4.2559,4.3892,1.9442,5.4585,6.8791,5.6730,3.4385,5.6050,4.2204,2.5070,7.0518,3.5364,4.3185,4.8179,1.5928,3.4554,4.8271,4.1698,7.8382,6.7690,3.7212,7.5531,6.0490,7.3627,7.9013,3.8278,4.3999,2.6054,1.7800,5.0495,4.3892,4.2559,7.4761,5.6802,5.9845,6.1204,6.6568,1.8103,1.6357,4.5343,3.6217,2.3837,3.4243,5.6136,2.7075,1.5508,1.9336,2.6518,4.4649,0.0000,1.2999,5.4677,7.4558,6.0490,4.0929,3.7225,7.4040,6.5752,2.1666,4.2559,1.8172,3.5979,7.0560,4.9973
Khach hang 87,1.1087,2.9139,5.5121,3.8342,4.9079,4.8494,2.9977,3.4428,0.9830,1.8671,3.1657,4.7629,3.6252,5.9900,1.9362,5.7831,5.7316,2.4426,4.3542,6.4295,6.6163,3.9707,4.8839,3.8619,2.3322,7.4535,3.7471,1.9418,7.8359,4.3977,3.1010,6.0251,7.8359,3.2750,3.0557,0.8601,5.5000,5.2037,4.8839,1.9419,5.4562,6.8768,5.6707,3.4362,5.6027,3.7810,3.1984,7.0495,2.8487,4.3162,4.5570,1.6317,2.8219,4.5662,4.6645,7.8359,6.7667,2.6241,7.5508,5.7880,7.3604,7.8991,4.7756,4.3977,1.6216,1.7777,5.0472,4.8839,5.2037,7.4738,5.6779,5.9822,6.1181,6.6545,2.7581,2.3271,4.2689,3.6194,1.9443,3.9190,5.6113,2.7053,1.1115,1.9313,1.5547,4.4626,1.2936,0.0000,5.4654,7.4535,5.7880,2.9959,3.2831,7.4017,6.5729,2.1643,5.2037,2.5086,2.4506,7.0537,3.9003
Khach hang 88,7.4459,8.4056,1.9693,7.4182,6.7638,7.8436,4.3906,3.8190,7.4827,7.3530,9.4854,8.3469,9.9449,1.7509,8.1655,2.9862,2.9347,6.9306,7.9381,5.6879,2.0710,4.7249,10.0812,5.5464,8.8705,2.3588,9.5490,7.4919,2.7412,4.8185,9.3987,8.4396,2.7412,4.4977,5.7913,6.8353,5.6290,6.7093,10.0812,5.2237,5.6526,1.7820,1.4316,4.7727,2.8058,7.7554,9.2994,1.8502,7.8199,7.0518,7.5511,8.4382,7.6680,7.5604,9.8549,2.7412,1.6719,8.9361,2.4560,7.3802,2.2657,2.8043,6.6315,4.8185,8.2545,5.2967,6.1236,10.0812,6.7093,2.3791,2.8810,1.7431,1.8790,1.4553,6.2952,8.4282,7.2676,3.7466,6.3877,9.1187,0.5165,5.0535,7.0263,5.6147,8.2858,4.8298,6.9828,7.0094,0.0000,2.3588,7.3802,9.1034,7.6372,2.3070,1.2216,5.3151,6.7093,8.6096,7.8815,1.9590,10.2199
Khach hang 89,9.4340,10.3937,3.9574,9.4063,8.7519,9.8317,6.3787,5.8071,9.4708,9.3411,11.4735,10.3350,11.9330,3.5933,10.1537,4.9743,4.9228,8.9187,9.9262,7.6760,3.5105,6.7130,12.0693,7.5345,10.8586,0.0000,11.5371,9.4800,0.4205,6.8066,11.3868,10.4277,0.4205,6.4858,7.7794,8.8234,7.6172,8.6974,12.0693,7.2118,7.6407,0.6890,3.4197,6.7608,4.7939,9.7435,11.2875,2.4965,9.8081,9.0399,9.5393,10.4264,9.6561,9.5485,11.8430,0.4205,1.3827,10.9243,1.5683,9.3683,2.2853,0.4837,8.6196,6.8066,10.2426,7.2848,8.1117,12.0693,8.6974,0.7142,4.8691,3.6010,3.7369,2.8948,8.2833,10.4163,9.2557,5.7347,8.3758,11.1068,1.8422,7.0416,9.0144,7.6028,10.2739,6.8179,8.9710,8.9975,2.3588,0.0000,9.3683,11.0915,9.6253,2.1807,2.4806,7.3032,8.6974,10.5978,9.8696,2.2376,12.2081
Khach hang 90,5.1274,5.8323,6.4653,7.3991,8.4727,1.5845,4.5829,5.2449,5.1642,5.0762,7.2087,8.3277,7.3526,7.9286,5.8225,4.3730,4.4245,6.5034,7.9190,2.0042,8.5550,6.1719,10.0621,7.4267,6.5520,9.3921,8.6156,5.2152,9.7745,3.9025,8.4653,1.4721,9.7745,5.4716,3.5930,5.9019,2.3663,8.7685,10.0621,4.9499,2.4101,8.8154,7.0391,7.0010,4.5534,2.8443,8.3661,8.9882,4.6985,2.0902,1.7166,7.0459,4.4568,1.7258,9.8358,9.7745,8.7053,6.6594,9.4894,0.0000,9.2991,9.8377,8.3404,3.9025,5.9360,4.8593,3.6865,10.0621,8.7685,9.4125,4.4782,7.9209,7.7449,8.5932,6.3229,7.4948,2.3565,7.1842,4.0692,9.0995,7.5499,5.9650,5.0111,4.4644,5.9673,3.8808,6.0495,5.8352,7.4040,9.3921,0.0000,6.5301,4.6296,9.3404,8.5115,4.6151,8.7685,7.6763,5.3082,8.9924,7.6276
Khach hang 91,2.9312,1.0604,8.0731,6.3885,7.5263,5.0883,4.8599,5.5219,2.5669,2.3506,1.0613,7.3171,1.2099,8.7645,1.2383,7.8623,7.8108,5.0183,6.9084,7.3768,9.3908,6.4489,7.2899,6.6364,1.5233,10.2280,6.1966,1.9961,10.6104,6.3622,5.5070,6.2639,10.6104,5.7487,4.3069,3.6346,7.3623,7.8222,7.2899,4.7164,7.3185,9.6513,8.4452,6.2107,7.6819,3.6680,3.8907,9.8240,2.2602,5.6233,4.7958,2.9511,2.2915,4.8050,7.0705,10.6104,9.5412,0.9456,10.3253,6.5124,10.1349,10.6736,7.3940,6.3622,1.6687,4.5522,6.9095,7.2899,7.8222,10.2483,7.7571,8.7567,8.8926,9.4290,5.3766,4.3167,4.1559,6.3939,3.1271,6.3250,8.3858,5.4797,3.3908,4.2958,1.7600,6.3249,4.0681,2.9390,8.2399,10.2280,6.5124,0.0000,3.6344,10.1762,9.3474,4.8921,7.8222,4.4981,1.5591,9.8282,1.4849
Khach hang 92,2.6149,3.0158,6.6505,6.1565,7.2301,3.2154,3.4374,4.0994,2.6517,1.9631,4.0956,7.0851,4.5551,8.1631,2.7757,6.4398,6.3883,4.8518,6.6764,5.5477,8.7895,5.0264,7.7856,6.1842,3.7678,9.6266,6.1563,2.1021,10.0090,4.9397,6.0027,4.3911,10.0090,4.3261,2.8844,3.2693,5.9098,7.5259,7.7856,3.8044,5.8960,9.0499,7.2735,5.7584,6.2593,1.7952,5.9067,9.2226,1.9075,3.7941,2.9230,4.5334,1.6658,2.9322,7.5662,10.0090,8.9398,3.5463,9.7239,4.6396,9.5335,10.0722,7.0978,4.9397,3.4236,3.6167,5.4870,7.7856,7.5259,9.6469,6.3346,8.1553,8.0391,8.8277,5.0804,5.0355,2.2831,5.9416,1.7046,6.8207,7.7844,4.8195,2.5542,2.8733,3.4549,4.9024,3.7029,3.3227,7.6385,9.6266,4.6396,3.7136,0.0000,9.5748,8.7460,3.4696,7.5259,5.2170,2.4917,9.2268,4.8301
Khach hang 93,9.3964,10.3561,3.9198,9.3687,8.7143,9.7941,6.3411,5.7695,9.4332,9.3035,11.4359,10.2974,11.8954,1.5890,10.1161,4.9367,4.8852,8.8811,9.8886,7.6384,1.5061,6.6754,12.0317,7.4969,10.8210,2.1800,11.4995,9.4424,2.5624,6.7690,11.3492,10.3901,2.5624,6.4482,7.7418,8.7858,7.5795,8.6598,12.0317,7.1742,7.6031,1.6033,2.7735,6.7232,4.7563,9.7059,11.2499,0.4922,9.7705,9.0023,9.5017,10.3888,9.6185,9.5109,11.8054,2.5624,1.9033,10.8867,1.6991,9.3307,0.1784,2.6256,8.5820,6.7690,10.2050,7.2472,8.0741,12.0317,8.6598,2.2003,4.8315,1.5967,1.7326,0.8904,8.2457,10.3787,9.2181,5.6971,8.3382,11.0692,1.8046,7.0040,8.9768,7.5652,10.2363,6.7803,8.9334,8.9599,2.3211,2.1800,9.3307,11.0539,9.5877,0.0000,1.1510,7.2656,8.6598,10.5601,9.8320,0.4593,12.1705
Khach hang 94,8.5109,9.4706,3.0344,8.4832,7.8288,8.9086,5.4556,4.8840,8.5478,8.4180,10.5505,9.4119,11.0100,1.2711,9.2306,4.0513,3.9998,7.9956,9.0031,6.7530,1.1883,5.7900,11.1463,6.6114,9.9356,2.4968,10.6140,8.5570,2.8792,5.8835,10.4638,9.5047,2.8792,5.5627,6.8563,7.9003,6.6941,7.7744,11.1463,6.2888,6.7177,1.9201,2.4556,5.8378,3.8708,8.8205,10.3645,0.6769,8.8850,8.1168,8.6162,9.5033,8.7330,8.6254,10.9199,2.8792,1.8100,10.0012,2.2783,8.4453,1.0927,2.9424,7.6965,5.8835,9.3196,6.3618,7.1886,11.1463,7.7744,2.5172,3.9461,1.2788,1.4147,0.5726,7.3602,9.4932,8.3326,4.8117,7.4527,10.1837,1.7113,6.1186,8.0913,6.6797,9.3509,5.8948,8.0479,8.0745,1.2266,2.4968,8.4453,10.1685,8.7023,1.1340,0.0000,6.3802,7.7744,9.6747,8.9465,0.7860,11.2850
Khach hang 95,2.7215,4.2379,4.3284,3.5162,4.5898,3.6759,1.1153,1.7773,2.9419,3.1853,5.1561,4.4449,5.6156,5.3373,3.9265,4.1176,4.0662,2.6205,4.0361,4.8286,5.9636,2.7043,6.1792,3.5571,4.3226,6.8008,4.7327,3.3243,7.1832,2.6176,4.5825,4.8516,7.1832,1.7395,1.6236,2.0190,3.9582,4.8857,6.1792,0.4075,3.9144,6.2241,4.9514,2.7834,3.9372,3.5878,4.4832,6.3968,3.6523,2.8841,3.3835,3.6220,3.5003,3.3927,5.9529,7.1832,6.1140,4.6144,6.8981,4.6146,6.7077,7.2463,4.4575,2.6176,3.6119,0.4805,3.5054,6.1792,4.8857,6.8211,4.0125,5.3295,5.4654,6.0018,2.4401,3.6119,3.0999,2.9425,2.2200,5.2167,4.9585,1.6467,2.2100,0.8383,3.5451,2.7160,2.1666,2.1932,4.8127,6.8008,4.6146,4.9358,3.4696,6.7490,5.9202,0.0000,4.8857,3.7934,3.7138,6.4010,5.8906
Khach hang 96,5.7241,7.7495,4.8855,2.7927,0.5605,7.8294,4.7723,4.2007,5.9446,6.6638,8.0013,3.7054,8.4608,5.3633,6.7718,5.9427,5.8912,3.0810,3.2505,7.9137,5.9897,4.1290,5.4397,3.5230,7.1678,6.8268,5.1027,6.8821,7.2092,5.4487,5.6445,9.0050,7.2092,4.4084,5.7771,4.7234,6.9849,0.0000,5.4397,4.6632,6.9411,6.2501,5.0440,2.4341,5.7623,7.7412,5.5690,6.4229,7.4323,7.0376,7.5369,5.3239,7.3513,7.5462,5.2134,7.2092,6.1400,7.4597,6.9241,8.7680,6.7337,7.2724,0.4282,5.4487,6.3365,4.4990,6.8976,5.4397,0.0000,6.8472,5.8376,5.3556,5.4915,6.0279,2.4456,4.6978,7.2534,2.9927,6.2796,4.4772,4.9846,3.7562,5.2127,4.6527,6.3903,5.6000,4.2761,5.1958,4.8387,6.8268,8.7680,7.8314,7.5259,6.7751,5.9462,4.8857,0.0000,4.8793,7.2862,6.4271,8.7358
Khach hang 97,3.3023,4.8329,6.8960,3.4365,4.5744,6.7221,4.6117,5.0568,3.0067,3.8908,4.5862,3.9945,5.0457,7.3738,3.8552,7.3971,7.3456,2.0664,3.7458,7.9845,8.0002,5.5847,3.5954,4.3481,3.6223,8.8373,2.5517,3.9655,9.2197,6.0117,1.8125,7.8977,9.2197,4.8890,4.6697,2.3990,7.1140,4.8702,3.5954,3.5559,7.0703,8.2606,7.0545,3.9900,7.2167,5.6945,1.5452,8.4334,4.8725,5.9303,6.4296,1.6451,4.8456,6.4388,3.3760,9.2197,8.1505,4.2491,8.9346,7.6607,8.7443,9.2829,4.4421,6.0117,2.9354,3.3917,6.6613,3.5954,4.8702,8.8577,7.2919,7.3661,7.5020,8.0384,2.4246,0.1825,6.1460,5.0032,3.8578,2.6305,6.9951,4.3193,3.0249,3.5454,2.9289,6.0766,1.8022,2.5422,6.8492,8.8373,7.6607,4.4920,5.1966,8.7856,7.9567,3.7783,4.8702,0.0000,4.3696,8.4376,5.3207
Khach hang 98,2.1862,0.9991,7.1456,5.8348,6.9726,4.1608,3.9325,4.5945,1.8219,1.3109,2.0475,6.7634,2.1961,8.2108,0.8703,6.9348,6.8833,4.4646,6.3547,6.4494,8.8371,5.5215,6.7362,6.0827,2.0258,9.6743,5.6429,0.8700,10.0567,5.4348,4.9533,5.3365,10.0567,4.8212,3.3794,3.0809,6.4348,7.2685,6.7362,4.1627,6.3910,9.0976,7.7686,5.6570,6.7544,2.7406,4.3933,9.2703,1.5699,4.6958,3.8684,3.3533,1.6012,3.8776,6.5168,10.0567,8.9875,1.5097,9.7716,5.5849,9.5812,10.1198,6.8403,5.4348,2.0710,3.9985,5.9821,6.7362,7.2685,9.6946,6.8296,8.2030,8.3389,8.8753,4.8229,4.1794,3.2285,5.8402,2.1997,5.7713,7.8321,4.9260,2.7201,3.3683,2.1023,5.3974,3.5144,2.3853,7.6862,9.6743,5.5849,1.3803,2.7070,9.6225,8.7937,3.9646,7.2685,4.3609,0.0000,9.2745,2.4711
