,Kho trung tam Vinh,Khach hang 01,Khach hang 02,Khach hang 03,Khach hang 04,Khach hang 05,Khach hang 06,Khach hang 07,Khach hang 08,Khach hang 09,Khach hang 10,Khach hang 11,Khach hang 12,Khach hang 13,Khach hang 14,Khach hang 15,Khach hang 16,Khach hang 17,Khach hang 18,Khach hang 19,Khach hang 20,Khach hang 21,Khach hang 22,Khach hang 23,Khach hang 24,Khach hang 25,Khach hang 26,Khach hang 27,Khach hang 28,Khach hang 29,Khach hang 30,Khach hang 31,Khach hang 32,Khach hang 33,Khach hang 34,Khach hang 35,Khach hang 36,Khach hang 37,Khach hang 38,Khach hang 39,Khach hang 40,Khach hang 41,Khach hang 42,Khach hang 43,Khach hang 44,Khach hang 45,Khach hang 46,Khach hang 47,Khach hang 48,Khach hang 49,Khach hang 50,Khach hang 51,Khach hang 52,Khach hang 53,Khach hang 54,Khach hang 55,Khach hang 56,Khach hang 57,Khach hang 58,Khach hang 59,Khach hang 60,Khach hang 61,Khach hang 62,Khach hang 63,Khach hang 64,Khach hang 65,Khach hang 66,Khach hang 67,Khach hang 68,Khach hang 69,Khach hang 70,Khach hang 71,Khach hang 72,Khach hang 73,Khach hang 74,Khach hang 75,Khach hang 76,Khach hang 77,Khach hang 78,Khach hang 79,Khach hang 80,Khach hang 81,Khach hang 82,Khach hang 83,Khach hang 84,Khach hang 85,Khach hang 86,Khach hang 87,Khach hang 88,Khach hang 89,Khach hang 90,Khach hang 91,Khach hang 92,Khach hang 93,Khach hang 94,Khach hang 95,Khach hang 96,Khach hang 97,Khach hang 98,Khach hang 99,Khach hang 100
Khach hang 91,295.06,110.62,799.78,642.67,755.97,511.84,476.55,543.19,255.34,233.59,111.45,740.67,126.72,843.87,125.58,772.88,767.82,501.40,696.16,760.88,904.70,643.65,728.24,668.88,152.32,983.43,634.72,198.85,1023.91,641.59,546.79,633.52,1023.91,569.62,430.96,364.82,757.86,789.77,728.24,468.67,753.02,924.34,815.33,605.97,755.15,370.46,386.00,946.69,231.29,573.90,481.31,301.82,229.93,482.33,703.38,1023.91,916.83,100.79,994.09,665.31,975.51,1030.88,742.48,641.59,164.99,451.40,707.85,728.24,789.77,988.91,762.54,843.33,856.57,908.36,536.75,446.39,418.41,624.02,308.59,633.01,804.20,546.58,339.41,423.63,174.72,643.28,404.19,292.59,793.74,983.43,665.31,0.00,372.31,976.03,906.80,488.13,789.77,465.11,161.41,943.79,153.38
Khach hang 92,272.16,313.86,671.98,626.64,733.39,330.55,348.75,415.39,272.15,207.98,419.28,724.64,467.11,803.69,287.90,645.08,640.02,489.53,680.13,580.84,864.52,515.85,784.16,637.66,384.47,943.25,632.79,221.13,983.73,513.78,602.72,452.23,983.73,441.82,303.15,334.89,620.83,767.19,784.16,388.22,625.22,884.16,721.72,574.75,627.35,189.17,598.32,906.51,202.64,393.86,300.02,462.97,178.63,301.04,759.30,983.73,876.66,366.01,953.91,484.03,935.33,990.71,719.90,513.78,346.96,372.41,580.05,784.16,767.19,948.74,634.74,803.16,794.06,868.18,514.18,507.38,237.13,592.81,180.79,688.93,764.02,493.21,262.95,295.83,352.84,515.48,374.26,338.48,753.56,943.25,484.03,380.57,0.00,935.86,866.62,360.33,767.19,526.10,259.77,903.62,493.77
Khach hang 93,909.95,1003.23,387.85,964.94,911.89,948.82,609.65,555.93,909.95,897.35,1108.65,1062.94,1156.47,154.25,977.27,473.48,468.42,912.20,1018.43,749.82,146.20,654.99,1247.24,762.72,1045.98,223.05,1146.40,910.50,263.53,659.40,1123.17,1026.72,263.53,628.73,748.98,858.23,745.86,906.99,1247.24,696.33,748.46,163.96,275.38,691.16,455.75,938.48,1111.94,47.85,945.35,878.73,918.30,1021.04,936.19,919.31,1222.25,263.53,187.19,1055.38,177.55,918.66,18.74,270.51,898.39,659.40,984.76,703.54,803.55,1247.24,906.99,228.53,463.14,154.99,168.22,86.51,846.23,1021.00,890.53,580.26,803.64,1142.94,173.23,691.28,875.73,729.25,990.63,660.65,876.25,873.13,224.63,223.05,918.66,1069.94,937.33,0.00,114.90,704.46,906.99,1039.72,949.13,46.48,1183.14
Khach hang 94,835.15,928.43,313.05,890.14,837.09,874.02,534.85,481.13,835.15,822.55,1033.85,988.14,1081.67,126.79,902.47,398.68,393.62,837.40,943.63,675.02,118.74,580.19,1172.44,687.91,971.18,247.83,1071.60,835.70,288.32,584.60,1048.37,951.92,288.32,553.93,674.18,783.43,671.06,832.19,1172.44,621.53,673.66,188.75,247.92,616.36,380.95,863.68,1037.14,68.90,870.55,803.93,843.49,946.24,861.39,844.51,1147.45,288.32,181.24,980.58,239.02,843.86,112.67,295.29,823.59,584.60,909.96,628.73,728.75,1172.44,832.19,253.32,388.34,127.53,140.76,59.05,771.43,946.20,815.73,505.46,728.84,1068.14,167.29,616.48,800.93,654.45,915.83,585.85,801.45,798.33,130.31,247.83,843.86,995.14,862.53,113.19,0.00,629.66,832.19,964.92,874.33,80.95,1108.33
Khach hang 95,274.36,426.23,439.11,359.08,465.84,371.83,115.88,182.52,296.54,320.35,516.29,457.08,564.11,524.68,393.08,412.21,407.15,270.11,412.57,530.76,585.50,282.98,641.38,358.33,431.62,664.23,494.73,333.50,704.71,280.91,471.50,493.51,704.71,187.93,171.98,206.56,434.61,499.64,641.38,44.66,429.77,605.15,488.85,286.77,394.48,361.48,460.27,627.50,368.35,301.74,341.30,369.37,359.19,342.32,616.39,704.71,597.64,463.60,674.89,477.34,656.31,711.69,452.34,280.91,365.09,51.87,384.60,641.38,499.64,669.72,401.87,524.14,537.37,589.17,246.62,369.33,313.53,302.46,226.64,537.08,485.00,172.91,224.06,90.98,360.49,291.79,224.58,221.46,474.54,664.23,477.34,492.94,360.33,656.84,587.61,0.00,499.64,388.05,372.14,624.60,590.77
Khach hang 96,576.26,784.04,515.43,302.15,60.78,784.43,516.30,462.59,598.44,667.26,809.39,399.66,857.21,545.56,686.18,640.13,635.06,318.98,352.72,845.64,606.39,455.55,583.96,373.30,724.72,685.12,548.74,694.28,725.60,601.04,582.88,906.11,725.60,486.41,584.58,488.92,770.72,0.00,583.96,475.41,765.88,626.03,517.02,266.93,622.39,774.08,573.92,648.38,741.90,714.34,753.90,548.37,736.92,754.92,558.97,725.60,618.53,756.70,695.78,889.93,677.20,732.58,47.29,601.04,655.73,458.14,761.08,583.96,0.00,690.61,629.79,545.03,558.26,610.05,253.02,482.98,726.13,325.72,627.32,479.66,505.89,414.38,525.96,471.36,653.59,617.75,438.40,523.36,495.43,685.12,889.93,791.30,767.19,677.73,608.49,499.64,0.00,501.70,738.15,645.49,883.87
Khach hang 97,331.19,483.49,702.42,353.66,466.97,671.33,462.45,516.27,301.04,388.33,477.86,409.97,525.69,732.55,385.64,745.97,740.90,212.39,382.51,839.90,793.38,580.00,368.36,462.03,362.61,872.11,274.04,393.74,912.59,625.79,186.92,793.02,912.59,506.11,471.49,243.27,743.76,500.77,368.36,362.31,738.92,813.02,704.01,407.56,728.23,569.93,160.47,835.37,485.22,601.24,640.80,176.04,481.82,641.82,343.51,912.59,805.52,443.32,882.77,776.84,864.19,919.57,453.47,625.79,312.04,345.05,693.74,368.36,500.77,877.59,735.63,732.01,745.25,797.04,247.75,18.81,613.04,512.71,382.25,273.13,692.88,440.23,302.52,358.26,311.68,629.17,182.99,256.34,682.42,872.11,776.84,464.54,524.05,864.72,795.48,386.54,500.77,0.00,437.61,832.47,552.35
Khach hang 98,227.61,107.12,710.39,589.26,702.56,422.45,387.16,453.80,187.88,135.31,213.67,687.26,228.95,790.46,94.97,683.49,678.43,447.99,642.75,671.49,851.29,554.26,674.83,615.47,203.72,930.02,581.31,95.69,970.50,552.19,493.38,544.13,970.50,480.22,341.56,311.41,668.47,736.36,674.83,415.26,663.63,870.93,760.12,552.56,665.76,281.07,437.40,893.28,165.59,484.51,391.92,344.13,164.23,392.93,649.97,970.50,863.42,156.52,940.68,575.92,922.10,977.47,689.07,552.19,207.31,397.99,618.45,674.83,736.36,935.50,673.15,789.92,803.16,854.95,483.34,418.03,329.02,570.61,219.20,579.60,750.79,493.17,270.00,334.24,213.19,553.88,350.78,239.18,740.33,930.02,575.92,141.85,282.91,922.62,853.39,398.74,736.36,436.75,0.00,890.38,255.61
Khach hang 99,874.68,967.95,352.58,929.67,876.61,913.55,574.37,520.66,874.68,862.08,1073.38,1027.67,1121.20,170.55,942.00,438.21,433.15,876.92,983.16,714.55,162.50,619.71,1211.97,727.44,1010.70,218.51,1111.13,875.23,258.99,624.13,1087.89,991.45,258.99,593.46,713.71,822.96,710.59,871.72,1211.97,661.06,713.19,159.42,291.43,655.89,420.48,903.21,1076.67,64.15,910.08,843.46,883.02,985.77,900.92,884.04,1186.97,258.99,151.92,1020.11,176.76,883.39,36.96,265.97,863.12,624.13,949.49,668.26,768.28,1211.97,871.72,223.99,427.87,171.28,184.52,102.81,810.96,985.72,855.26,544.99,768.37,1107.66,137.96,656.01,840.46,693.98,955.36,625.37,840.98,837.86,189.36,218.51,883.39,1034.67,902.05,45.53,80.94,669.19,871.72,1004.44,913.86,0.00,1147.86
Khach hang 100,415.00,274.80,933.67,762.60,875.90,656.81,621.53,688.17,375.27,353.97,144.64,860.60,96.91,963.80,265.70,917.86,912.80,621.33,816.09,905.86,1024.63,788.62,848.17,788.81,208.71,1103.36,754.65,319.23,1143.84,786.56,666.73,778.50,1143.84,714.59,575.93,484.76,902.84,909.70,848.17,588.60,898.00,1044.27,935.26,725.90,900.12,515.44,474.14,1066.62,376.27,718.88,626.28,393.20,374.90,627.30,823.32,1143.84,1036.77,218.82,1114.02,810.29,1095.44,1150.82,862.41,786.56,279.50,571.33,852.82,848.17,909.70,1108.85,907.52,963.26,976.50,1028.29,656.69,539.83,563.39,743.96,449.97,752.94,924.13,666.52,459.34,568.61,289.22,788.25,524.12,412.53,913.67,1103.36,810.29,173.36,517.28,1095.97,1026.73,612.83,909.70,558.55,303.82,1063.73,0.00
